timestamp,machine_id,machine_type,vibration_rms,temperature_motor,current_phase_avg,pressure_level,rpm,operating_mode,hours_since_maintenance,ambient_temp,rul_hours,failure_within_24h,failure_type,estimated_repair_cost,rul_normalized,health_score
2024-01-05 03:02:26,2,CNC,1.76,61.38,5.8,22.4,833.2,idle,3.6,9.8,1.69,1,bearing,4236,0.9878372853638594,0.9927023712183156
2024-01-05 03:10:26,2,CNC,1.89,61.21,6.52,21.1,848.7,idle,3.73,15.5,1.56,1,bearing,3995,0.9891659852820932,0.9934995911692559
2024-01-05 03:39:26,2,CNC,2.05,59.13,5.24,24.9,840.8,idle,4.22,12.5,1.08,1,bearing,4840,0.9940719542109566,0.996443172526574
2024-01-05 03:45:26,2,CNC,6.32,69.26,12.77,55.3,2866.6,normal,4.32,14.9,0.98,1,bearing,2909,0.9950940310711366,0.9970564186426819
2024-01-05 04:10:26,2,CNC,1.89,61.73,5.5,22.5,839.2,idle,4.73,10.4,0.56,1,bearing,4270,0.9993867538838921,0.9996320523303353
2024-01-05 04:39:26,2,CNC,2.02,55.99,5.35,53.95,851.8,idle,5.22,9.5,0.5,1,bearing,3112,1.0,1.0
2024-01-05 12:56:14,2,CNC,3.43,65.82,19.93,98.2,3806.9,peak,0.0,16.5,75.3,0,none,0,0.23548650858544573,0.14129190515126744
2024-01-05 13:14:14,2,CNC,3.06,53.16,10.98,62.6,2838.2,normal,0.3,11.2,75.0,0,none,0,0.2385527391659853,0.14313164349959118
2024-01-05 13:31:14,2,CNC,2.69,51.13,10.37,76.5,2901.9,normal,0.58,13.6,74.71,0,none,0,0.2415167620605071,0.14491005723630426
2024-01-05 13:51:14,2,CNC,2.79,58.36,11.16,76.7,2834.9,normal,0.92,9.0,74.38,0,none,0,0.24488961569910062,0.14693376941946037
2024-01-05 13:58:14,2,CNC,2.55,56.56,11.24,75.0,3061.4,normal,1.03,16.1,74.26,0,none,0,0.24611610793131644,0.14766966475878987
2024-01-05 14:15:14,2,CNC,1.0,46.08,4.61,21.4,868.0,idle,1.32,9.0,73.98,0,none,0,0.24897792313982015,0.14938675388389208
2024-01-05 14:40:14,2,CNC,2.47,55.51,15.44,66.0,2912.0,normal,1.73,11.6,73.56,0,none,0,0.25327064595257565,0.15196238757154537
2024-01-05 14:59:14,2,CNC,2.34,62.55,13.73,75.3,2900.2,normal,2.05,16.1,73.25,0,none,0,0.2564390842191333,0.15386345053147998
2024-01-05 15:12:14,2,CNC,2.95,50.58,15.16,71.5,2919.5,normal,2.27,9.2,73.03,0,none,0,0.258687653311529,0.1552125919869174
2024-01-05 15:41:14,2,CNC,0.85,46.67,4.02,25.2,881.3,idle,2.75,14.1,72.55,0,none,0,0.2635936222403925,0.1581561733442355
2024-01-05 16:01:14,2,CNC,2.28,52.07,12.36,70.9,2921.1,normal,3.08,14.5,72.21,0,none,0,0.26706868356500413,0.16024121013900247
2024-01-05 16:08:14,2,CNC,3.74,65.16,27.61,104.0,4042.2,peak,3.2,10.8,72.1,0,none,0,0.2681929681112021,0.16091578086672123
2024-01-05 16:20:14,2,CNC,0.73,43.97,4.51,23.4,910.3,idle,3.4,12.9,71.9,0,none,0,0.2702371218315617,0.162142273098937
2024-01-05 16:45:14,2,CNC,1.91,51.09,15.03,60.1,3000.6,normal,3.82,8.8,71.48,0,none,0,0.2745298446443173,0.16471790678659037
2024-01-05 17:06:14,2,CNC,2.56,62.49,10.31,56.9,2967.1,normal,4.17,14.3,71.13,0,none,0,0.2781071136549469,0.16686426819296812
2024-01-05 17:12:14,2,CNC,0.98,44.15,4.49,23.6,915.1,idle,4.27,14.4,71.03,0,none,0,0.27912919051512675,0.16747751430907604
2024-01-05 17:24:14,2,CNC,2.97,64.93,9.65,56.3,2982.8,normal,4.47,14.1,70.83,0,none,0,0.28117334423548657,0.16870400654129195
2024-01-05 17:38:14,2,CNC,0.95,42.85,4.36,24.7,854.0,idle,4.7,8.7,70.6,0,none,0,0.28352412101390034,0.1701144726083402
2024-01-05 17:45:14,2,CNC,2.32,57.59,13.14,79.7,2906.4,normal,4.82,11.1,70.48,0,none,0,0.28475061324611606,0.17085036794766964
2024-01-05 18:07:14,2,CNC,2.66,58.78,13.06,76.3,2877.8,normal,5.18,10.7,70.11,0,none,0,0.28853229762878174,0.17311937857726903
2024-01-05 18:29:14,2,CNC,1.92,51.79,10.96,71.0,3052.1,normal,5.55,16.9,69.75,0,none,0,0.29221177432542933,0.1753270645952576
2024-01-05 18:55:14,2,CNC,0.91,47.89,4.53,22.4,877.6,idle,5.98,11.6,69.31,0,none,0,0.2967089125102208,0.17802534750613247
2024-01-05 19:15:14,2,CNC,2.07,50.92,13.34,89.6,2850.1,normal,6.32,12.5,68.98,0,none,0,0.3000817661488143,0.18004905968928858
2024-01-05 19:22:14,2,CNC,1.87,61.69,11.14,83.5,3011.2,normal,6.43,8.2,68.86,0,none,0,0.30130825838103026,0.18078495502861816
2024-01-05 19:47:14,2,CNC,3.12,56.13,13.8,69.7,2989.2,normal,6.85,10.5,68.45,0,none,0,0.3054987735077678,0.18329926410466066
2024-01-05 20:12:14,2,CNC,0.83,41.89,4.76,23.2,906.7,idle,7.27,8.8,68.03,0,none,0,0.3097914963205233,0.18587489779231395
2024-01-05 20:19:14,2,CNC,2.83,59.96,10.24,79.4,2950.1,normal,7.38,9.0,67.91,0,none,0,0.3110179885527392,0.18661079313164353
2024-01-05 20:49:14,2,CNC,3.05,63.8,9.86,83.2,2811.3,normal,7.88,8.5,67.41,0,none,0,0.3161283728536387,0.18967702371218323
2024-01-05 21:15:14,2,CNC,2.31,58.13,10.46,80.4,2802.5,normal,8.32,15.6,66.98,0,none,0,0.3205233033524121,0.19231398201144725
2024-01-05 21:19:14,2,CNC,2.04,58.71,14.14,86.8,3011.7,normal,8.38,14.2,66.91,0,none,0,0.3212387571545381,0.19274325429272285
2024-01-05 21:23:14,2,CNC,0.9,43.94,4.0,20.7,887.4,idle,8.45,16.9,66.85,0,none,0,0.321852003270646,0.1931112019623876
2024-01-05 21:34:14,2,CNC,2.75,56.26,14.25,71.8,2822.2,normal,8.63,15.4,66.66,0,none,0,0.32379394930498784,0.1942763695829927
2024-01-05 21:50:14,2,CNC,2.07,62.6,14.21,86.0,2835.3,normal,8.9,9.3,66.4,0,none,0,0.32645134914145535,0.1958708094848732
2024-01-05 22:18:14,2,CNC,1.0,42.09,4.02,26.0,869.7,idle,9.37,8.4,65.93,0,none,0,0.3312551103843009,0.19875306623058053
2024-01-05 22:31:14,2,CNC,2.74,52.65,13.27,86.3,2896.1,normal,9.58,11.3,65.71,0,none,0,0.3335036794766967,0.200102207686018
2024-01-05 22:48:14,2,CNC,0.9,41.88,4.94,22.0,864.8,idle,9.87,16.7,65.43,0,none,0,0.3363654946852003,0.20181929681112015
2024-01-05 22:58:14,2,CNC,0.79,41.79,9.83,22.4,867.2,idle,10.03,9.4,65.26,0,none,0,0.33810302534750614,0.2028618152085037
2024-01-05 23:22:14,2,CNC,0.83,43.21,5.12,25.8,2805.4,idle,10.43,13.9,64.86,0,none,0,0.34219133278822567,0.2053147996729354
2024-01-05 23:38:14,2,CNC,0.96,45.66,4.24,24.1,885.9,idle,10.7,14.4,64.6,0,none,0,0.3448487326246935,0.2069092395748161
2024-01-05 23:58:14,2,CNC,0.9,48.9,4.66,25.4,902.5,idle,11.03,14.4,64.26,0,none,0,0.3483237939493049,0.20899427636958293
2024-01-06 00:17:14,2,CNC,1.95,46.03,4.49,25.9,896.7,idle,11.35,11.5,63.95,0,none,0,0.3514922322158627,0.2108953393295176
2024-01-06 00:36:14,2,CNC,0.71,43.27,4.93,20.3,851.7,idle,11.67,8.9,63.63,0,none,0,0.3547628781684382,0.21285772690106292
2024-01-06 00:47:14,2,CNC,0.84,43.33,4.66,21.6,861.5,idle,11.85,10.6,63.45,0,none,0,0.35660261651676206,0.21396156991005724
2024-01-06 00:58:14,2,CNC,0.91,45.15,4.3,21.9,891.4,idle,12.03,13.2,63.26,0,none,0,0.3585445625511039,0.21512673753066233
2024-01-06 01:24:14,2,CNC,0.72,41.47,4.11,24.9,902.7,idle,12.47,11.4,62.83,0,none,0,0.3629394930498774,0.2177636958299264
2024-01-06 01:41:14,2,CNC,0.93,47.16,5.0,22.9,895.0,idle,12.75,14.9,62.55,0,none,0,0.3658013082583811,0.21948078495502865
2024-01-06 01:58:14,2,CNC,1.85,59.32,14.56,71.0,2907.2,normal,13.03,12.8,62.26,0,none,0,0.3687653311529028,0.22125919869174165
2024-01-06 02:00:14,2,CNC,0.78,46.43,5.04,25.2,874.0,idle,13.07,16.0,62.23,0,none,0,0.36907195421095673,0.22144317252657403
2024-01-06 02:21:14,2,CNC,0.93,45.61,5.32,23.2,886.2,idle,13.42,8.1,61.88,0,none,0,0.3726492232215862,0.22358953393295172
2024-01-06 02:34:14,2,CNC,0.87,47.49,5.45,20.4,853.7,idle,13.63,16.8,61.66,0,none,0,0.374897792313982,0.22493867538838921
2024-01-06 02:49:14,2,CNC,0.98,45.3,4.92,22.9,856.6,idle,13.88,9.6,61.41,0,none,0,0.37745298446443176,0.22647179067865905
2024-01-06 03:14:14,2,CNC,0.93,47.47,4.47,21.8,908.6,idle,14.3,16.3,61.0,0,none,0,0.3816434995911693,0.22898609975470155
2024-01-06 03:23:14,2,CNC,0.72,48.81,4.38,23.6,915.5,idle,14.45,12.2,60.85,0,none,0,0.38317661488143906,0.22990596892886342
2024-01-06 03:32:14,2,CNC,0.9,44.14,5.03,22.1,869.4,idle,14.6,16.0,60.7,0,none,0,0.38470973017170895,0.23082583810302537
2024-01-06 03:53:14,2,CNC,1.0,47.51,4.97,22.1,853.4,idle,14.95,14.8,60.35,0,none,0,0.38828699918233855,0.23297219950940312
2024-01-06 04:04:14,2,CNC,0.71,45.54,5.14,53.95,908.9,idle,15.13,13.3,60.16,0,none,0,0.3902289452166804,0.2341373671300082
2024-01-06 04:14:14,2,CNC,0.71,43.67,4.36,22.7,855.1,idle,15.3,16.5,60.0,0,none,0,0.39186426819296816,0.23511856091578087
2024-01-06 04:21:14,2,CNC,0.99,42.23,5.38,22.6,919.0,idle,15.42,9.1,59.88,0,none,0,0.393090760425184,0.23585445625511037
2024-01-06 04:37:14,2,CNC,0.87,49.31,4.01,24.5,913.2,idle,15.68,10.7,59.61,0,none,0,0.3958503679476697,0.23751022076860182
2024-01-06 04:58:14,2,CNC,0.74,40.96,4.64,25.6,2805.4,idle,16.03,11.2,59.26,0,none,0,0.3994276369582993,0.23965658217497957
2024-01-06 05:04:14,2,CNC,0.86,41.41,4.0,24.9,856.1,idle,16.13,13.3,59.16,0,none,0,0.40044971381847916,0.24026982829108748
2024-01-06 05:11:14,2,CNC,2.69,63.72,10.86,77.3,2823.6,normal,16.25,10.8,59.05,0,none,0,0.4015739983646771,0.24094439901880627
2024-01-06 05:17:14,2,CNC,0.88,41.64,5.1,53.95,882.4,idle,16.35,15.3,58.95,0,none,0,0.40259607522485685,0.2415576451349141
2024-01-06 05:26:14,2,CNC,0.88,41.71,5.11,21.8,896.4,idle,16.5,8.1,58.8,0,none,0,0.40412919051512675,0.24247751430907605
2024-01-06 05:34:14,2,CNC,0.75,46.88,4.19,22.6,867.3,idle,16.63,11.1,58.66,0,none,0,0.40556009811937865,0.24333605887162718
2024-01-06 06:01:14,2,CNC,2.85,53.93,15.23,85.9,2858.9,normal,17.08,11.7,58.21,0,none,0,0.4101594439901881,0.24609566639411284
2024-01-06 06:25:14,2,CNC,0.88,40.88,4.59,24.3,896.2,idle,17.48,11.3,57.81,0,none,0,0.41424775143090764,0.24854865085854458
2024-01-06 06:53:14,2,CNC,0.89,42.83,4.57,20.6,900.3,idle,17.95,9.5,57.35,0,none,0,0.4189493049877351,0.25136958299264106
2024-01-06 07:03:14,2,CNC,0.85,47.09,4.37,21.9,873.4,idle,18.12,8.7,57.18,0,none,0,0.42068683565004095,0.25241210139002457
2024-01-06 07:20:14,2,CNC,1.84,55.12,14.72,86.1,2955.5,normal,18.4,17.0,56.9,0,none,0,0.42354865085854465,0.2541291905151268
2024-01-06 07:30:14,2,CNC,0.84,40.31,5.32,20.1,916.1,idle,18.57,16.3,56.73,0,none,0,0.4252861815208504,0.25517170891251023
2024-01-06 07:35:14,2,CNC,3.59,63.81,27.24,95.4,3974.4,peak,18.65,15.1,56.65,0,none,0,0.4261038430089943,0.25566230580539656
2024-01-06 07:49:14,2,CNC,0.86,42.19,4.64,53.95,900.9,idle,18.88,12.4,56.41,0,none,0,0.42855682747342605,0.2571340964840556
2024-01-06 08:14:14,2,CNC,3.2,73.93,19.65,98.5,3879.0,peak,19.3,10.0,56.0,0,none,0,0.43274734260016356,0.2596484055600981
2024-01-06 08:39:14,2,CNC,0.71,41.23,5.48,21.9,858.1,idle,19.72,13.2,55.58,0,none,0,0.43704006541291907,0.26222403924775145
2024-01-06 08:47:14,2,CNC,1.95,60.79,15.05,61.8,2806.3,normal,19.85,14.8,55.45,0,none,0,0.4383687653311529,0.26302125919869174
2024-01-06 08:58:14,2,CNC,3.38,58.96,19.03,101.5,3869.0,peak,20.03,9.6,55.26,0,none,0,0.4403107113654947,0.2641864268192968
2024-01-06 09:23:14,2,CNC,2.52,53.8,15.61,86.4,2970.0,normal,20.45,17.4,54.85,0,none,0,0.4445012264922322,0.2667007358953393
2024-01-06 09:41:14,2,CNC,2.3,53.125,12.18,79.7,2935.5,normal,20.75,12.8,54.55,0,none,0,0.4475674570727719,0.2685404742436631
2024-01-06 09:52:14,2,CNC,1.95,64.16,11.68,73.3,2828.5,normal,20.93,16.9,54.36,0,none,0,0.4495094031071136,0.26970564186426815
2024-01-06 10:21:14,2,CNC,0.76,44.13,4.31,25.3,2805.4,idle,21.42,17.7,53.88,0,none,0,0.45441537203597715,0.2726492232215863
2024-01-06 10:30:14,2,CNC,1.95,59.09,14.0,66.6,3060.7,normal,21.57,11.2,53.73,0,none,0,0.45594848732624693,0.27356909239574817
2024-01-06 10:37:14,2,CNC,0.87,44.4,4.1,22.8,907.5,idle,21.68,13.8,53.61,0,none,0,0.45717497955846287,0.2743049877350777
2024-01-06 10:51:14,2,CNC,0.88,48.32,4.74,20.7,851.0,idle,21.92,8.1,53.38,0,none,0,0.45952575633687653,0.2757154538021259
2024-01-06 10:54:14,2,CNC,2.22,53.125,14.64,63.2,2948.7,normal,21.97,14.9,53.33,0,none,0,0.46003679476696646,0.2760220768601799
2024-01-06 11:18:14,2,CNC,1.95,56.16,11.0,57.2,2859.0,normal,22.37,11.7,52.93,0,none,0,0.464125102207686,0.2784750613246116
2024-01-06 11:22:14,2,CNC,1.88,52.97,9.56,75.8,2894.9,normal,22.43,13.0,52.86,0,none,0,0.464840556009812,0.2789043336058872
2024-01-06 11:45:14,2,CNC,3.16,52.91,11.75,65.6,2802.5,normal,22.82,17.3,52.48,0,none,0,0.46872444807849556,0.2812346688470973
2024-01-06 12:11:14,2,CNC,2.97,50.48,15.61,85.9,2960.7,normal,23.25,8.6,52.05,0,none,0,0.47311937857726905,0.28387162714636144
2024-01-06 12:33:14,2,CNC,2.56,59.81,12.02,76.6,2813.4,normal,23.62,13.4,51.68,0,none,0,0.4769010629599346,0.28614063777596077
2024-01-06 12:38:14,2,CNC,1.88,56.86,13.07,85.7,2831.4,normal,23.7,10.3,51.6,0,none,0,0.4777187244480785,0.2866312346688471
2024-01-06 12:57:14,2,CNC,0.95,42.1,4.59,21.9,878.0,idle,24.02,15.6,51.28,0,none,0,0.48098937040065415,0.2885936222403925
2024-01-06 13:24:14,2,CNC,0.75,45.04,5.2,22.6,884.3,idle,24.47,15.3,50.83,0,none,0,0.4855887162714636,0.29135322976287814
2024-01-06 13:26:14,2,CNC,0.95,47.06,4.74,21.6,911.9,idle,24.5,11.6,50.8,0,none,0,0.4858953393295177,0.29153720359771057
2024-01-06 13:32:14,2,CNC,2.61,53.32,11.25,82.5,2813.2,normal,24.6,8.4,50.7,0,none,0,0.4869174161896974,0.2921504497138184
2024-01-06 13:56:14,2,CNC,3.19,51.96,14.67,67.0,2947.7,normal,25.0,10.9,50.3,0,none,0,0.49100572363041706,0.29460343417825025
2024-01-06 14:20:14,2,CNC,3.03,56.19,12.99,53.95,2800.7,normal,25.4,13.7,49.9,0,none,0,0.4950940310711366,0.29705641864268195
2024-01-06 14:39:14,2,CNC,2.14,60.21,10.29,56.3,2923.3,normal,25.72,15.3,49.58,0,none,0,0.49836467702371223,0.29901880621422733
2024-01-06 14:49:14,2,CNC,0.89,47.12,4.27,20.5,915.8,idle,25.88,14.0,49.41,0,none,0,0.500102207686018,0.3000613246116108
2024-01-06 15:18:14,2,CNC,2.16,62.8,15.11,81.4,2850.7,normal,26.37,8.7,48.93,0,none,0,0.5050081766148815,0.3030049059689289
2024-01-06 15:24:14,2,CNC,2.95,61.54,13.38,64.8,2878.8,normal,26.47,16.2,48.83,0,none,0,0.5060302534750614,0.3036181520850368
2024-01-06 15:43:14,2,CNC,1.97,57.65,13.3,65.7,2942.6,normal,26.78,8.0,48.51,0,none,0,0.509300899427637,0.3055805396565822
2024-01-06 16:05:14,2,CNC,2.31,59.62,15.36,58.2,2914.4,normal,27.15,15.3,48.15,0,none,0,0.5129803761242846,0.30778822567457076
2024-01-06 16:35:14,2,CNC,2.0,59.37,14.24,87.4,2883.7,normal,27.65,16.6,47.65,0,none,0,0.518090760425184,0.3108544562551104
2024-01-06 17:01:14,2,CNC,3.13,50.95,13.42,54.2,3068.1,normal,28.08,11.2,47.21,0,none,0,0.5225878986099755,0.31355273916598525
2024-01-06 17:05:14,2,CNC,0.86,46.69,5.25,20.9,852.7,idle,28.15,13.4,47.15,0,none,0,0.5232011447260834,0.31392068683565
2024-01-06 17:19:14,2,CNC,1.95,54.72,10.34,69.8,2979.5,normal,28.38,14.8,46.91,0,none,0,0.5256541291905152,0.31539247751430916
2024-01-06 17:45:14,2,CNC,1.84,54.12,9.71,68.0,3068.5,normal,28.82,14.1,46.48,0,none,0,0.5300490596892886,0.3180294358135732
2024-01-06 17:57:14,2,CNC,3.18,59.56,10.55,86.4,2954.9,normal,29.02,11.2,46.28,0,none,0,0.5320932134096484,0.31925592804578906
2024-01-06 18:02:14,2,CNC,2.02,63.83,14.42,79.8,3012.8,normal,29.1,8.7,46.2,0,none,0,0.5329108748977923,0.3197465249386754
2024-01-06 18:30:14,2,CNC,3.36,61.59,24.88,98.3,3931.6,peak,29.57,9.8,45.73,0,none,0,0.5377146361406377,0.32262878168438264
2024-01-06 18:33:14,2,CNC,2.89,61.76,12.45,82.1,3051.6,normal,29.62,12.9,45.68,0,none,0,0.5382256745707277,0.3229354047424366
2024-01-06 18:38:14,2,CNC,2.72,53.43,11.28,64.0,2835.0,normal,29.7,14.4,45.6,0,none,0,0.5390433360588716,0.3234260016353229
2024-01-06 18:52:14,2,CNC,0.78,42.1,4.68,25.4,857.3,idle,29.93,13.3,45.36,0,none,0,0.5414963205233034,0.324897792313982
2024-01-06 19:16:14,2,CNC,2.81,60.31,10.12,87.1,2970.5,normal,30.33,8.5,44.96,0,none,0,0.5455846279640229,0.3273507767784137
2024-01-06 19:25:14,2,CNC,2.31,61.35,11.17,78.3,2811.9,normal,30.48,8.7,44.81,0,none,0,0.5471177432542926,0.32827064595257555
2024-01-06 19:33:14,2,CNC,0.95,44.48,4.96,21.3,897.4,idle,30.62,17.3,44.68,0,none,0,0.5484464431725267,0.329067865903516
2024-01-06 20:01:14,2,CNC,2.88,57.1,13.52,69.3,3068.2,normal,31.08,16.0,44.21,0,none,0,0.553250204415372,0.3319501226492232
2024-01-06 20:04:14,2,CNC,2.5,62.63,14.71,67.6,2869.0,normal,31.13,15.4,44.16,0,none,0,0.553761242845462,0.3322567457072772
2024-01-06 20:34:14,2,CNC,2.37,62.39,10.98,71.9,3041.8,normal,31.63,11.7,43.66,0,none,0,0.5588716271463614,0.3353229762878168
2024-01-06 20:58:14,2,CNC,2.29,59.63,11.1,56.1,3038.3,normal,32.03,14.2,43.26,0,none,0,0.562959934587081,0.33777596075224864
2024-01-06 21:16:14,2,CNC,1.94,54.07,9.83,65.2,3091.9,normal,32.33,8.7,42.96,0,none,0,0.5660261651676206,0.3396156991005724
2024-01-06 21:27:14,2,CNC,3.17,54.02,9.77,78.8,2935.3,normal,32.52,10.2,42.78,0,none,0,0.5678659035159443,0.3407195421095666
2024-01-06 21:45:14,2,CNC,1.94,60.61,9.7,85.1,2841.6,normal,32.82,15.3,42.48,0,none,0,0.5709321340964841,0.34255928045789047
2024-01-06 22:04:14,2,CNC,0.74,41.76,5.44,53.95,906.1,idle,33.13,9.9,42.16,0,none,0,0.5742027800490597,0.3445216680294358
2024-01-06 22:27:14,2,CNC,0.82,43.36,4.35,22.9,888.6,idle,33.52,14.3,41.78,0,none,0,0.5780866721177433,0.34685200327064597
2024-01-06 22:34:14,2,CNC,0.89,42.57,5.42,21.0,917.6,idle,33.63,13.6,41.66,0,none,0,0.5793131643499592,0.34758789860997547
2024-01-06 22:59:14,2,CNC,0.7,44.81,4.5,22.7,890.0,idle,34.05,14.4,41.25,0,none,0,0.5835036794766967,0.350102207686018
2024-01-06 23:12:14,2,CNC,0.83,44.15,5.1,24.1,908.3,idle,34.27,15.0,41.03,0,none,0,0.5857522485690925,0.3514513491414555
2024-01-06 23:27:14,2,CNC,2.15,59.14,13.3,66.0,2945.8,normal,34.52,9.7,40.78,0,none,0,0.5883074407195421,0.35298446443172526
2024-01-06 23:34:14,2,CNC,0.79,41.42,4.32,20.6,897.8,idle,34.63,13.0,40.66,0,none,0,0.589533932951758,0.3537203597710548
2024-01-06 23:57:14,2,CNC,0.9,49.51,5.09,20.3,911.9,idle,35.02,18.0,40.28,0,none,0,0.5934178250204416,0.35605069501226494
2024-01-07 00:13:14,2,CNC,1.95,56.65,9.83,53.95,2805.4,normal,35.28,17.0,40.01,0,none,0,0.5961774325429272,0.3577064595257563
2024-01-07 00:32:14,2,CNC,3.07,51.25,10.74,68.8,2975.4,normal,35.6,11.2,39.7,0,none,0,0.5993458708094849,0.3596075224856909
2024-01-07 00:45:14,2,CNC,0.94,49.88,4.58,20.3,906.1,idle,35.82,14.3,39.48,0,none,0,0.6015944399018807,0.3609566639411284
2024-01-07 01:13:14,2,CNC,0.88,41.99,4.74,24.4,903.9,idle,36.28,14.1,39.01,0,none,0,0.6063982011447261,0.36383892068683565
2024-01-07 01:33:14,2,CNC,0.85,43.05,5.46,24.0,878.6,idle,36.62,11.8,38.68,0,none,0,0.6097710547833197,0.3658626328699918
2024-01-07 01:52:14,2,CNC,2.19,60.97,11.07,58.5,2958.9,normal,36.93,10.5,38.36,0,none,0,0.6130417007358954,0.3678250204415372
2024-01-07 02:08:14,2,CNC,0.79,46.29,4.18,23.9,869.8,idle,37.2,12.0,38.1,0,none,0,0.6156991005723631,0.3694194603434178
2024-01-07 02:33:14,2,CNC,0.7,41.27,5.4,25.2,866.4,idle,37.62,10.8,37.68,0,none,0,0.6199918233851186,0.37199509403107117
2024-01-07 02:35:14,2,CNC,0.93,46.09,5.46,22.2,897.7,idle,37.65,17.9,37.65,0,none,0,0.6202984464431726,0.37217906786590355
2024-01-07 02:46:14,2,CNC,1.95,43.96,5.45,23.2,870.1,idle,37.83,17.8,37.46,0,none,0,0.6222403924775144,0.37334423548650864
2024-01-07 02:54:14,2,CNC,1.97,60.55,13.69,66.2,3085.3,normal,37.97,8.2,37.33,0,none,0,0.6235690923957482,0.3741414554374489
2024-01-07 03:22:14,2,CNC,1.83,54.56,15.49,64.2,2875.7,normal,38.43,16.2,36.86,0,none,0,0.6283728536385936,0.37702371218315617
2024-01-07 03:41:14,2,CNC,0.86,48.24,4.15,25.7,905.7,idle,38.75,13.7,36.55,0,none,0,0.6315412919051513,0.37892477514309075
2024-01-07 04:01:14,2,CNC,0.75,47.12,4.58,22.4,904.8,idle,39.08,8.4,36.21,0,none,0,0.6350163532297629,0.3810098119378577
2024-01-07 04:14:14,2,CNC,0.99,41.27,4.63,22.9,876.3,idle,39.3,10.6,36.0,0,none,0,0.6371627146361407,0.38229762878168444
2024-01-07 04:44:14,2,CNC,0.81,40.52,5.03,22.6,863.6,idle,39.8,10.3,35.5,0,none,0,0.6422730989370401,0.38536385936222406
2024-01-07 05:11:14,2,CNC,0.94,48.03,4.73,21.8,894.7,idle,40.25,13.7,35.05,0,none,0,0.6468724448078496,0.3881234668847097
2024-01-07 05:31:14,2,CNC,2.2,53.54,9.83,53.5,2828.4,normal,40.58,15.3,34.71,0,none,0,0.6503475061324612,0.3902085036794767
2024-01-07 05:56:14,2,CNC,0.7,41.53,4.1,26.0,870.2,idle,41.0,12.8,34.3,0,none,0,0.6545380212591987,0.3927228127555192
2024-01-07 06:13:14,2,CNC,0.74,42.41,5.4,23.1,2805.4,idle,41.28,14.9,34.01,0,none,0,0.6575020441537204,0.39450122649223224
2024-01-07 06:33:14,2,CNC,0.96,43.95,4.5,21.2,876.5,idle,41.62,9.0,33.68,0,none,0,0.660874897792314,0.3965249386753884
2024-01-07 06:55:14,2,CNC,2.24,60.16,11.38,73.9,2819.8,normal,41.98,15.3,33.31,0,none,0,0.6646565821749795,0.3987939493049877
2024-01-07 07:15:14,2,CNC,2.07,56.11,15.59,66.3,2999.2,normal,42.32,15.8,32.98,0,none,0,0.6680294358135732,0.4008176614881439
2024-01-07 07:41:14,2,CNC,2.16,51.91,9.88,63.6,2847.3,normal,42.75,16.8,32.55,0,none,0,0.6724243663123468,0.4034546197874081
2024-01-07 07:56:14,2,CNC,2.04,61.41,9.6,73.2,2913.8,normal,43.0,16.7,32.3,0,none,0,0.6749795584627964,0.4049877350776779
2024-01-07 08:25:14,2,CNC,0.85,45.63,4.47,21.8,901.3,idle,43.48,15.5,31.81,0,none,0,0.6799877350776778,0.4079926410466067
2024-01-07 08:54:14,2,CNC,1.95,52.89,9.83,86.1,2905.0,normal,43.97,8.1,31.33,0,none,0,0.6848937040065413,0.41093622240392474
2024-01-07 09:20:14,2,CNC,2.57,55.39,10.32,74.4,2957.5,normal,44.4,8.5,30.9,0,none,0,0.6892886345053149,0.4135731807031889
2024-01-07 09:38:14,2,CNC,2.08,56.78,14.68,74.4,2829.1,normal,44.7,13.4,30.6,0,none,0,0.6923548650858544,0.4154129190515126
2024-01-07 09:44:14,2,CNC,2.57,60.54,14.65,75.9,2845.8,normal,44.8,15.0,30.5,0,none,0,0.6933769419460343,0.41602616516762053
2024-01-07 09:50:14,2,CNC,2.79,60.16,9.66,67.7,2899.9,normal,44.9,15.3,30.4,0,none,0,0.6943990188062142,0.41663941128372856
2024-01-07 10:04:14,2,CNC,3.74,61.67,23.91,108.7,4039.3,peak,45.13,15.5,30.16,0,none,0,0.696852003270646,0.4181112019623876
2024-01-07 10:24:14,2,CNC,3.09,64.68,9.57,75.7,2923.8,normal,45.47,10.2,29.83,0,none,0,0.7002248569092395,0.4201349141455437
2024-01-07 10:35:14,2,CNC,0.96,42.52,5.47,23.7,905.5,idle,45.65,9.5,29.65,0,none,0,0.7020645952575634,0.421238757154538
2024-01-07 10:47:14,2,CNC,1.92,52.75,14.43,52.8,3045.1,normal,45.85,13.7,29.45,0,none,0,0.7041087489779232,0.4224652493867539
2024-01-07 10:50:14,2,CNC,1.82,59.86,11.87,75.2,3008.8,normal,45.9,10.6,29.4,0,none,0,0.7046197874080131,0.42277187244480785
2024-01-07 11:04:14,2,CNC,2.28,51.62,9.95,74.4,2956.2,normal,46.13,15.7,29.16,0,none,0,0.7070727718724448,0.42424366312346684
2024-01-07 11:10:14,2,CNC,0.92,45.1,4.63,22.4,851.9,idle,46.23,12.8,29.06,0,none,0,0.7080948487326247,0.4248569092395748
2024-01-07 11:18:14,2,CNC,2.27,64.64,15.18,64.5,2976.3,normal,46.37,14.5,28.93,0,none,0,0.7094235486508585,0.4256541291905151
